year, mo, day, hr, min, db, obs, T, hum, wind spd, prec, cover, people
2017,7,20,14,20,46.371,,,,,,,
2017,7,20,14,21,46.29,,,,,,,
2017,7,20,14,22,41.66,,,,,,,
2017,7,20,14,23,44.849,,,,,,,
2017,7,20,14,24,44.369,,,,,,,
2017,7,20,14,25,47.125,,,,,,,
2017,7,20,14,26,45.281,,,,,,,
2017,7,20,14,27,44.729,,,,,,,
2017,7,20,14,28,47.86,,,,,,,
2017,7,20,14,29,55.268,,,,,,,
